p,firm_penalty,firm_honest_payoff,firm_bribe_payoff,firm_prefers_bribe
0.78,430,30.0,-265.40000000000003,False
0.78,435,30.0,-269.3,False
0.78,440,30.0,-273.2,False
0.78,445,30.0,-277.1,False
0.78,450,30.0,-281.0,False
0.78,455,30.0,-284.90000000000003,False
0.78,460,30.0,-288.8,False
0.78,465,30.0,-292.7,False
0.78,470,30.0,-296.6,False
0.78,475,30.0,-300.5,False
0.78,480,30.0,-304.40000000000003,False
0.78,485,30.0,-308.3,False
0.78,490,30.0,-312.2,False
0.78,495,30.0,-316.1,False
0.78,500,30.0,-320.0,False
0.79,0,30.0,70.0,True
0.79,5,30.0,66.05,True
0.79,10,30.0,62.1,True
0.79,15,30.0,58.15,True
0.79,20,30.0,54.2,True
0.79,25,30.0,50.25,True
0.79,30,30.0,46.3,True
0.79,35,30.0,42.349999999999994,True
0.79,40,30.0,38.4,True
0.79,45,30.0,34.449999999999996,True
0.79,50,30.0,30.5,True
0.79,55,30.0,26.549999999999997,False
0.79,60,30.0,22.599999999999994,False
0.79,65,30.0,18.65,False
0.79,70,30.0,14.699999999999996,False
0.79,75,30.0,10.75,False
0.79,80,30.0,6.799999999999997,False
0.79,85,30.0,2.8499999999999943,False
0.79,90,30.0,-1.1000000000000085,False
0.79,95,30.0,-5.049999999999997,False
0.79,100,30.0,-9.0,False
0.79,105,30.0,-12.950000000000003,False
0.79,110,30.0,-16.900000000000006,False
0.79,115,30.0,-20.85000000000001,False
0.79,120,30.0,-24.80000000000001,False
0.79,125,30.0,-28.75,False
0.79,130,30.0,-32.7,False
0.79,135,30.0,-36.650000000000006,False
0.79,140,30.0,-40.60000000000001,False
0.79,145,30.0,-44.55000000000001,False
0.79,150,30.0,-48.5,False
0.79,155,30.0,-52.45,False
0.79,160,30.0,-56.400000000000006,False
0.79,165,30.0,-60.349999999999994,False
0.79,170,30.0,-64.30000000000001,False
0.79,175,30.0,-68.25,False
0.79,180,30.0,-72.20000000000002,False
0.79,185,30.0,-76.15,False
0.79,190,30.0,-80.1,False
0.79,195,30.0,-84.05000000000001,False
0.79,200,30.0,-88.0,False
0.79,205,30.0,-91.95000000000002,False
0.79,210,30.0,-95.9,False
0.79,215,30.0,-99.85,False
0.79,220,30.0,-103.80000000000001,False
0.79,225,30.0,-107.75,False
0.79,230,30.0,-111.70000000000002,False
0.79,235,30.0,-115.65,False
0.79,240,30.0,-119.60000000000002,False
0.79,245,30.0,-123.55000000000001,False
0.79,250,30.0,-127.5,False
0.79,255,30.0,-131.45000000000002,False
0.79,260,30.0,-135.4,False
0.79,265,30.0,-139.35000000000002,False
0.79,270,30.0,-143.3,False
0.79,275,30.0,-147.25,False
0.79,280,30.0,-151.20000000000002,False
0.79,285,30.0,-155.15,False
0.79,290,30.0,-159.10000000000002,False
0.79,295,30.0,-163.05,False
0.79,300,30.0,-167.0,False
0.79,305,30.0,-170.95000000000002,False
0.79,310,30.0,-174.9,False
0.79,315,30.0,-178.85000000000002,False
0.79,320,30.0,-182.8,False
0.79,325,30.0,-186.75,False
0.79,330,30.0,-190.7,False
0.79,335,30.0,-194.65000000000003,False
0.79,340,30.0,-198.60000000000002,False
0.79,345,30.0,-202.55,False
0.79,350,30.0,-206.5,False
0.79,355,30.0,-210.45,False
0.79,360,30.0,-214.40000000000003,False
0.79,365,30.0,-218.35000000000002,False
0.79,370,30.0,-222.3,False
0.79,375,30.0,-226.25,False
0.79,380,30.0,-230.2,False
0.79,385,30.0,-234.15000000000003,False
0.79,390,30.0,-238.10000000000002,False
0.79,395,30.0,-242.05,False
0.79,400,30.0,-246.0,False
0.79,405,30.0,-249.95,False
0.79,410,30.0,-253.90000000000003,False
0.79,415,30.0,-257.85,False
0.79,420,30.0,-261.8,False
0.79,425,30.0,-265.75,False
0.79,430,30.0,-269.7,False
0.79,435,30.0,-273.65000000000003,False
0.79,440,30.0,-277.6,False
0.79,445,30.0,-281.55,False
0.79,450,30.0,-285.5,False
0.79,455,30.0,-289.45,False
0.79,460,30.0,-293.40000000000003,False
0.79,465,30.0,-297.35,False
0.79,470,30.0,-301.3,False
0.79,475,30.0,-305.25,False
0.79,480,30.0,-309.20000000000005,False
0.79,485,30.0,-313.15000000000003,False
0.79,490,30.0,-317.1,False
0.79,495,30.0,-321.05,False
0.79,500,30.0,-325.0,False
0.8,0,30.0,70.0,True
0.8,5,30.0,66.0,True
0.8,10,30.0,62.0,True
0.8,15,30.0,58.0,True
0.8,20,30.0,54.0,True
0.8,25,30.0,50.0,True
0.8,30,30.0,46.0,True
0.8,35,30.0,42.0,True
0.8,40,30.0,38.0,True
0.8,45,30.0,34.0,True
0.8,50,30.0,30.0,False
0.8,55,30.0,26.0,False
0.8,60,30.0,22.0,False
0.8,65,30.0,18.0,False
0.8,70,30.0,14.0,False
0.8,75,30.0,10.0,False
0.8,80,30.0,6.0,False
0.8,85,30.0,2.0,False
0.8,90,30.0,-2.0,False
0.8,95,30.0,-6.0,False
0.8,100,30.0,-10.0,False
0.8,105,30.0,-14.0,False
0.8,110,30.0,-18.0,False
0.8,115,30.0,-22.0,False
0.8,120,30.0,-26.0,False
0.8,125,30.0,-30.0,False
0.8,130,30.0,-34.0,False
0.8,135,30.0,-38.0,False
0.8,140,30.0,-42.0,False
0.8,145,30.0,-46.0,False
0.8,150,30.0,-50.0,False
0.8,155,30.0,-54.0,False
0.8,160,30.0,-58.0,False
0.8,165,30.0,-62.0,False
0.8,170,30.0,-66.0,False
0.8,175,30.0,-70.0,False
0.8,180,30.0,-74.0,False
0.8,185,30.0,-78.0,False
0.8,190,30.0,-82.0,False
0.8,195,30.0,-86.0,False
0.8,200,30.0,-90.0,False
0.8,205,30.0,-94.0,False
0.8,210,30.0,-98.0,False
0.8,215,30.0,-102.0,False
0.8,220,30.0,-106.0,False
0.8,225,30.0,-110.0,False
0.8,230,30.0,-114.0,False
0.8,235,30.0,-118.0,False
0.8,240,30.0,-122.0,False
0.8,245,30.0,-126.0,False
0.8,250,30.0,-130.0,False
0.8,255,30.0,-134.0,False
0.8,260,30.0,-138.0,False
0.8,265,30.0,-142.0,False
0.8,270,30.0,-146.0,False
0.8,275,30.0,-150.0,False
0.8,280,30.0,-154.0,False
0.8,285,30.0,-158.0,False
0.8,290,30.0,-162.0,False
0.8,295,30.0,-166.0,False
0.8,300,30.0,-170.0,False
0.8,305,30.0,-174.0,False
0.8,310,30.0,-178.0,False
0.8,315,30.0,-182.0,False
0.8,320,30.0,-186.0,False
0.8,325,30.0,-190.0,False
0.8,330,30.0,-194.0,False
0.8,335,30.0,-198.0,False
0.8,340,30.0,-202.0,False
0.8,345,30.0,-206.0,False
0.8,350,30.0,-210.0,False
0.8,355,30.0,-214.0,False
0.8,360,30.0,-218.0,False
0.8,365,30.0,-222.0,False
0.8,370,30.0,-226.0,False
0.8,375,30.0,-230.0,False
0.8,380,30.0,-234.0,False
0.8,385,30.0,-238.0,False
0.8,390,30.0,-242.0,False
0.8,395,30.0,-246.0,False
0.8,400,30.0,-250.0,False
0.8,405,30.0,-254.0,False
0.8,410,30.0,-258.0,False
0.8,415,30.0,-262.0,False
0.8,420,30.0,-266.0,False
0.8,425,30.0,-270.0,False
0.8,430,30.0,-274.0,False
0.8,435,30.0,-278.0,False
0.8,440,30.0,-282.0,False
0.8,445,30.0,-286.0,False
0.8,450,30.0,-290.0,False
0.8,455,30.0,-294.0,False
0.8,460,30.0,-298.0,False
0.8,465,30.0,-302.0,False
0.8,470,30.0,-306.0,False
0.8,475,30.0,-310.0,False
0.8,480,30.0,-314.0,False
0.8,485,30.0,-318.0,False
0.8,490,30.0,-322.0,False
0.8,495,30.0,-326.0,False
0.8,500,30.0,-330.0,False
0.81,0,30.0,70.0,True
0.81,5,30.0,65.95,True
0.81,10,30.0,61.9,True
0.81,15,30.0,57.85,True
0.81,20,30.0,53.8,True
0.81,25,30.0,49.75,True
0.81,30,30.0,45.7,True
0.81,35,30.0,41.65,True
0.81,40,30.0,37.599999999999994,True
0.81,45,30.0,33.55,True
0.81,50,30.0,29.5,False
0.81,55,30.0,25.449999999999996,False
0.81,60,30.0,21.4,False
0.81,65,30.0,17.349999999999994,False
0.81,70,30.0,13.299999999999997,False
0.81,75,30.0,9.249999999999993,False
0.81,80,30.0,5.199999999999989,False
0.81,85,30.0,1.1499999999999915,False
0.81,90,30.0,-2.9000000000000057,False
0.81,95,30.0,-6.950000000000003,False
0.81,100,30.0,-11.0,False
0.81,105,30.0,-15.050000000000011,False
0.81,110,30.0,-19.10000000000001,False
0.81,115,30.0,-23.150000000000006,False
0.81,120,30.0,-27.200000000000003,False
0.81,125,30.0,-31.25,False
0.81,130,30.0,-35.30000000000001,False
0.81,135,30.0,-39.35000000000001,False
0.81,140,30.0,-43.400000000000006,False
0.81,145,30.0,-47.45,False
0.81,150,30.0,-51.500000000000014,False
0.81,155,30.0,-55.55000000000001,False
0.81,160,30.0,-59.60000000000002,False
0.81,165,30.0,-63.650000000000006,False
0.81,170,30.0,-67.70000000000002,False
0.81,175,30.0,-71.75,False
0.81,180,30.0,-75.80000000000001,False
0.81,185,30.0,-79.85000000000002,False
0.81,190,30.0,-83.9,False
0.81,195,30.0,-87.95000000000002,False
0.81,200,30.0,-92.0,False
0.81,205,30.0,-96.05000000000001,False
0.81,210,30.0,-100.10000000000002,False
0.81,215,30.0,-104.15,False
0.81,220,30.0,-108.20000000000002,False
0.81,225,30.0,-112.25,False
0.81,230,30.0,-116.30000000000001,False
0.81,235,30.0,-120.35000000000002,False
0.81,240,30.0,-124.4,False
0.81,245,30.0,-128.45000000000002,False
0.81,250,30.0,-132.5,False
0.81,255,30.0,-136.55,False
0.81,260,30.0,-140.60000000000002,False
0.81,265,30.0,-144.65,False
0.81,270,30.0,-148.70000000000002,False
0.81,275,30.0,-152.75000000000003,False
0.81,280,30.0,-156.8,False
0.81,285,30.0,-160.85000000000002,False
0.81,290,30.0,-164.9,False
0.81,295,30.0,-168.95000000000002,False
0.81,300,30.0,-173.00000000000003,False
0.81,305,30.0,-177.05,False
0.81,310,30.0,-181.10000000000002,False
0.81,315,30.0,-185.15,False
0.81,320,30.0,-189.20000000000005,False
0.81,325,30.0,-193.25,False
0.81,330,30.0,-197.3,False
0.81,335,30.0,-201.35000000000002,False
0.81,340,30.0,-205.40000000000003,False
0.81,345,30.0,-209.45000000000005,False
0.81,350,30.0,-213.5,False
0.81,355,30.0,-217.55,False
0.81,360,30.0,-221.60000000000002,False
0.81,365,30.0,-225.65000000000003,False
0.81,370,30.0,-229.70000000000005,False
0.81,375,30.0,-233.75,False
0.81,380,30.0,-237.8,False
0.81,385,30.0,-241.85000000000002,False
0.81,390,30.0,-245.90000000000003,False
0.81,395,30.0,-249.95000000000005,False
0.81,400,30.0,-254.0,False
0.81,405,30.0,-258.05,False
0.81,410,30.0,-262.1,False
0.81,415,30.0,-266.15000000000003,False
0.81,420,30.0,-270.20000000000005,False
0.81,425,30.0,-274.25,False
0.81,430,30.0,-278.3,False
0.81,435,30.0,-282.35,False
0.81,440,30.0,-286.40000000000003,False
0.81,445,30.0,-290.45000000000005,False
0.81,450,30.0,-294.5,False
0.81,455,30.0,-298.55,False
0.81,460,30.0,-302.6,False
0.81,465,30.0,-306.65000000000003,False
0.81,470,30.0,-310.70000000000005,False
0.81,475,30.0,-314.75,False
0.81,480,30.0,-318.8,False
0.81,485,30.0,-322.85,False
0.81,490,30.0,-326.90000000000003,False
0.81,495,30.0,-330.95000000000005,False
0.81,500,30.0,-335.0,False
0.8200000000000001,0,30.0,70.0,True
0.8200000000000001,5,30.0,65.9,True
0.8200000000000001,10,30.0,61.8,True
0.8200000000000001,15,30.0,57.7,True
0.8200000000000001,20,30.0,53.599999999999994,True
0.8200000000000001,25,30.0,49.5,True
0.8200000000000001,30,30.0,45.4,True
0.8200000000000001,35,30.0,41.3,True
0.8200000000000001,40,30.0,37.199999999999996,True
0.8200000000000001,45,30.0,33.099999999999994,True
0.8200000000000001,50,30.0,29.0,False
0.8200000000000001,55,30.0,24.9,False
0.8200000000000001,60,30.0,20.799999999999997,False
0.8200000000000001,65,30.0,16.699999999999996,False
0.8200000000000001,70,30.0,12.599999999999994,False
0.8200000000000001,75,30.0,8.499999999999993,False
0.8200000000000001,80,30.0,4.3999999999999915,False
0.8200000000000001,85,30.0,0.29999999999999716,False
0.8200000000000001,90,30.0,-3.8000000000000114,False
0.8200000000000001,95,30.0,-7.900000000000006,False
0.8200000000000001,100,30.0,-12.0,False
0.8200000000000001,105,30.0,-16.10000000000001,False
0.8200000000000001,110,30.0,-20.200000000000003,False
0.8200000000000001,115,30.0,-24.30000000000001,False
0.8200000000000001,120,30.0,-28.400000000000006,False
0.8200000000000001,125,30.0,-32.500000000000014,False
0.8200000000000001,130,30.0,-36.60000000000001,False
0.8200000000000001,135,30.0,-40.7,False
0.8200000000000001,140,30.0,-44.80000000000001,False
0.8200000000000001,145,30.0,-48.900000000000006,False
0.8200000000000001,150,30.0,-53.000000000000014,False
0.8200000000000001,155,30.0,-57.10000000000001,False
0.8200000000000001,160,30.0,-61.20000000000002,False
0.8200000000000001,165,30.0,-65.30000000000001,False
0.8200000000000001,170,30.0,-69.4,False
0.8200000000000001,175,30.0,-73.5,False
0.8200000000000001,180,30.0,-77.60000000000002,False
0.8200000000000001,185,30.0,-81.70000000000002,False
0.8200000000000001,190,30.0,-85.80000000000001,False
0.8200000000000001,195,30.0,-89.9,False
0.8200000000000001,200,30.0,-94.0,False
0.8200000000000001,205,30.0,-98.10000000000002,False
0.8200000000000001,210,30.0,-102.20000000000002,False
0.8200000000000001,215,30.0,-106.30000000000001,False
0.8200000000000001,220,30.0,-110.4,False
0.8200000000000001,225,30.0,-114.5,False
0.8200000000000001,230,30.0,-118.60000000000002,False
0.8200000000000001,235,30.0,-122.70000000000002,False
0.8200000000000001,240,30.0,-126.80000000000001,False
0.8200000000000001,245,30.0,-130.9,False
0.8200000000000001,250,30.0,-135.00000000000003,False
0.8200000000000001,255,30.0,-139.10000000000002,False
0.8200000000000001,260,30.0,-143.20000000000002,False
0.8200000000000001,265,30.0,-147.3,False
0.8200000000000001,270,30.0,-151.4,False
0.8200000000000001,275,30.0,-155.50000000000003,False
0.8200000000000001,280,30.0,-159.60000000000002,False
0.8200000000000001,285,30.0,-163.70000000000002,False
0.8200000000000001,290,30.0,-167.8,False
0.8200000000000001,295,30.0,-171.9,False
0.8200000000000001,300,30.0,-176.00000000000003,False
0.8200000000000001,305,30.0,-180.10000000000002,False
0.8200000000000001,310,30.0,-184.20000000000002,False
0.8200000000000001,315,30.0,-188.3,False
0.8200000000000001,320,30.0,-192.40000000000003,False
0.8200000000000001,325,30.0,-196.5,False
0.8200000000000001,330,30.0,-200.60000000000002,False
0.8200000000000001,335,30.0,-204.70000000000005,False
0.8200000000000001,340,30.0,-208.8,False
0.8200000000000001,345,30.0,-212.90000000000003,False
0.8200000000000001,350,30.0,-217.0,False
0.8200000000000001,355,30.0,-221.10000000000002,False
0.8200000000000001,360,30.0,-225.20000000000005,False
0.8200000000000001,365,30.0,-229.3,False
0.8200000000000001,370,30.0,-233.40000000000003,False
0.8200000000000001,375,30.0,-237.5,False
0.8200000000000001,380,30.0,-241.60000000000002,False
0.8200000000000001,385,30.0,-245.70000000000005,False
0.8200000000000001,390,30.0,-249.8,False
0.8200000000000001,395,30.0,-253.90000000000003,False
0.8200000000000001,400,30.0,-258.0,False
0.8200000000000001,405,30.0,-262.1,False
0.8200000000000001,410,30.0,-266.20000000000005,False
0.8200000000000001,415,30.0,-270.3,False
0.8200000000000001,420,30.0,-274.40000000000003,False
0.8200000000000001,425,30.0,-278.5,False
0.8200000000000001,430,30.0,-282.6,False
0.8200000000000001,435,30.0,-286.70000000000005,False
0.8200000000000001,440,30.0,-290.8,False
0.8200000000000001,445,30.0,-294.90000000000003,False
0.8200000000000001,450,30.0,-299.0,False
0.8200000000000001,455,30.0,-303.1,False
0.8200000000000001,460,30.0,-307.20000000000005,False
0.8200000000000001,465,30.0,-311.3,False
0.8200000000000001,470,30.0,-315.40000000000003,False
0.8200000000000001,475,30.0,-319.50000000000006,False
0.8200000000000001,480,30.0,-323.6,False
0.8200000000000001,485,30.0,-327.70000000000005,False
0.8200000000000001,490,30.0,-331.8,False
0.8200000000000001,495,30.0,-335.90000000000003,False
0.8200000000000001,500,30.0,-340.00000000000006,False
0.8300000000000001,0,30.0,70.0,True
0.8300000000000001,5,30.0,65.85,True
0.8300000000000001,10,30.0,61.7,True
0.8300000000000001,15,30.0,57.55,True
0.8300000000000001,20,30.0,53.4,True
0.8300000000000001,25,30.0,49.25,True
0.8300000000000001,30,30.0,45.099999999999994,True
0.8300000000000001,35,30.0,40.949999999999996,True
0.8300000000000001,40,30.0,36.8,True
0.8300000000000001,45,30.0,32.65,True
0.8300000000000001,50,30.0,28.5,False
0.8300000000000001,55,30.0,24.349999999999994,False
0.8300000000000001,60,30.0,20.199999999999996,False
0.8300000000000001,65,30.0,16.049999999999997,False
0.8300000000000001,70,30.0,11.899999999999991,False
0.8300000000000001,75,30.0,7.749999999999993,False
0.8300000000000001,80,30.0,3.5999999999999943,False
0.8300000000000001,85,30.0,-0.5500000000000114,False
0.8300000000000001,90,30.0,-4.700000000000003,False
0.8300000000000001,95,30.0,-8.850000000000009,False
0.8300000000000001,100,30.0,-13.0,False
0.8300000000000001,105,30.0,-17.150000000000006,False
0.8300000000000001,110,30.0,-21.30000000000001,False
0.8300000000000001,115,30.0,-25.450000000000003,False
0.8300000000000001,120,30.0,-29.60000000000001,False
0.8300000000000001,125,30.0,-33.750000000000014,False
0.8300000000000001,130,30.0,-37.900000000000006,False
0.8300000000000001,135,30.0,-42.05000000000001,False
0.8300000000000001,140,30.0,-46.20000000000002,False
0.8300000000000001,145,30.0,-50.35000000000001,False
0.8300000000000001,150,30.0,-54.500000000000014,False
0.8300000000000001,155,30.0,-58.650000000000006,False
0.8300000000000001,160,30.0,-62.80000000000001,False
0.8300000000000001,165,30.0,-66.95000000000002,False
0.8300000000000001,170,30.0,-71.10000000000002,False
0.8300000000000001,175,30.0,-75.25,False
0.8300000000000001,180,30.0,-79.4,False
0.8300000000000001,185,30.0,-83.55000000000001,False
0.8300000000000001,190,30.0,-87.70000000000002,False
0.8300000000000001,195,30.0,-91.85000000000002,False
0.8300000000000001,200,30.0,-96.0,False
0.8300000000000001,205,30.0,-100.15,False
0.8300000000000001,210,30.0,-104.30000000000001,False
0.8300000000000001,215,30.0,-108.45000000000002,False
0.8300000000000001,220,30.0,-112.60000000000002,False
0.8300000000000001,225,30.0,-116.75000000000003,False
0.8300000000000001,230,30.0,-120.9,False
0.8300000000000001,235,30.0,-125.05000000000001,False
0.8300000000000001,240,30.0,-129.20000000000002,False
0.8300000000000001,245,30.0,-133.35000000000002,False
0.8300000000000001,250,30.0,-137.50000000000003,False
0.8300000000000001,255,30.0,-141.65,False
0.8300000000000001,260,30.0,-145.8,False
0.8300000000000001,265,30.0,-149.95000000000002,False
0.8300000000000001,270,30.0,-154.10000000000002,False
0.8300000000000001,275,30.0,-158.25000000000003,False
0.8300000000000001,280,30.0,-162.40000000000003,False
0.8300000000000001,285,30.0,-166.55,False
0.8300000000000001,290,30.0,-170.70000000000002,False
0.8300000000000001,295,30.0,-174.85000000000002,False
0.8300000000000001,300,30.0,-179.00000000000003,False
0.8300000000000001,305,30.0,-183.15000000000003,False
0.8300000000000001,310,30.0,-187.3,False
0.8300000000000001,315,30.0,-191.45000000000005,False
0.8300000000000001,320,30.0,-195.60000000000002,False
0.8300000000000001,325,30.0,-199.75,False
0.8300000000000001,330,30.0,-203.90000000000003,False
0.8300000000000001,335,30.0,-208.05,False
0.8300000000000001,340,30.0,-212.20000000000005,False
0.8300000000000001,345,30.0,-216.35000000000002,False
0.8300000000000001,350,30.0,-220.5,False
0.8300000000000001,355,30.0,-224.65000000000003,False
0.8300000000000001,360,30.0,-228.8,False
0.8300000000000001,365,30.0,-232.95000000000005,False
0.8300000000000001,370,30.0,-237.10000000000002,False
0.8300000000000001,375,30.0,-241.25,False
0.8300000000000001,380,30.0,-245.40000000000003,False
0.8300000000000001,385,30.0,-249.55,False
0.8300000000000001,390,30.0,-253.70000000000005,False
0.8300000000000001,395,30.0,-257.85,False
0.8300000000000001,400,30.0,-262.0,False
0.8300000000000001,405,30.0,-266.15000000000003,False
0.8300000000000001,410,30.0,-270.3,False
0.8300000000000001,415,30.0,-274.45000000000005,False
0.8300000000000001,420,30.0,-278.6,False
0.8300000000000001,425,30.0,-282.75000000000006,False
0.8300000000000001,430,30.0,-286.90000000000003,False
0.8300000000000001,435,30.0,-291.05,False
0.8300000000000001,440,30.0,-295.20000000000005,False
0.8300000000000001,445,30.0,-299.35,False
0.8300000000000001,450,30.0,-303.50000000000006,False
0.8300000000000001,455,30.0,-307.65000000000003,False
0.8300000000000001,460,30.0,-311.8,False
0.8300000000000001,465,30.0,-315.95000000000005,False
0.8300000000000001,470,30.0,-320.1,False
0.8300000000000001,475,30.0,-324.25000000000006,False
0.8300000000000001,480,30.0,-328.40000000000003,False
0.8300000000000001,485,30.0,-332.55,False
0.8300000000000001,490,30.0,-336.70000000000005,False
0.8300000000000001,495,30.0,-340.85,False
0.8300000000000001,500,30.0,-345.00000000000006,False
0.84,0,30.0,70.0,True
0.84,5,30.0,65.8,True
0.84,10,30.0,61.6,True
0.84,15,30.0,57.4,True
0.84,20,30.0,53.2,True
0.84,25,30.0,49.0,True
0.84,30,30.0,44.8,True
0.84,35,30.0,40.6,True
0.84,40,30.0,36.4,True
0.84,45,30.0,32.2,True
0.84,50,30.0,28.0,False
0.84,55,30.0,23.800000000000004,False
0.84,60,30.0,19.6,False
0.84,65,30.0,15.399999999999999,False
0.84,70,30.0,11.200000000000003,False
0.84,75,30.0,7.0,False
0.84,80,30.0,2.799999999999997,False
0.84,85,30.0,-1.3999999999999915,False
0.84,90,30.0,-5.599999999999994,False
0.84,95,30.0,-9.799999999999997,False
0.84,100,30.0,-14.0,False
0.84,105,30.0,-18.200000000000003,False
0.84,110,30.0,-22.39999999999999,False
0.84,115,30.0,-26.599999999999994,False
0.84,120,30.0,-30.799999999999997,False
0.84,125,30.0,-35.0,False
0.84,130,30.0,-39.2,False
0.84,135,30.0,-43.39999999999999,False
0.84,140,30.0,-47.599999999999994,False
0.84,145,30.0,-51.8,False
0.84,150,30.0,-56.0,False
0.84,155,30.0,-60.19999999999999,False
0.84,160,30.0,-64.4,False
0.84,165,30.0,-68.6,False
0.84,170,30.0,-72.79999999999998,False
0.84,175,30.0,-77.0,False
0.84,180,30.0,-81.19999999999999,False
0.84,185,30.0,-85.4,False
0.84,190,30.0,-89.6,False
0.84,195,30.0,-93.79999999999998,False
0.84,200,30.0,-98.0,False
0.84,205,30.0,-102.19999999999999,False
0.84,210,30.0,-106.4,False
0.84,215,30.0,-110.6,False
0.84,220,30.0,-114.79999999999998,False
0.84,225,30.0,-119.0,False
0.84,230,30.0,-123.19999999999999,False
0.84,235,30.0,-127.4,False
0.84,240,30.0,-131.6,False
0.84,245,30.0,-135.79999999999998,False
0.84,250,30.0,-140.0,False
0.84,255,30.0,-144.2,False
0.84,260,30.0,-148.4,False
0.84,265,30.0,-152.6,False
0.84,270,30.0,-156.79999999999998,False
0.84,275,30.0,-161.0,False
0.84,280,30.0,-165.2,False
0.84,285,30.0,-169.39999999999998,False
0.84,290,30.0,-173.6,False
0.84,295,30.0,-177.79999999999998,False
0.84,300,30.0,-182.0,False
0.84,305,30.0,-186.2,False
0.84,310,30.0,-190.39999999999998,False
0.84,315,30.0,-194.59999999999997,False
0.84,320,30.0,-198.8,False
0.84,325,30.0,-203.0,False
0.84,330,30.0,-207.2,False
0.84,335,30.0,-211.39999999999998,False
0.84,340,30.0,-215.59999999999997,False
0.84,345,30.0,-219.8,False
0.84,350,30.0,-224.0,False
0.84,355,30.0,-228.2,False
0.84,360,30.0,-232.39999999999998,False
0.84,365,30.0,-236.59999999999997,False
0.84,370,30.0,-240.8,False
0.84,375,30.0,-245.0,False
0.84,380,30.0,-249.2,False
0.84,385,30.0,-253.39999999999998,False
0.84,390,30.0,-257.59999999999997,False
0.84,395,30.0,-261.8,False
0.84,400,30.0,-266.0,False
0.84,405,30.0,-270.2,False
0.84,410,30.0,-274.4,False
0.84,415,30.0,-278.59999999999997,False
0.84,420,30.0,-282.8,False
0.84,425,30.0,-287.0,False
0.84,430,30.0,-291.2,False
0.84,435,30.0,-295.4,False
0.84,440,30.0,-299.59999999999997,False
0.84,445,30.0,-303.8,False
0.84,450,30.0,-308.0,False
0.84,455,30.0,-312.2,False
0.84,460,30.0,-316.4,False
0.84,465,30.0,-320.59999999999997,False
0.84,470,30.0,-324.8,False
0.84,475,30.0,-329.0,False
0.84,480,30.0,-333.2,False
0.84,485,30.0,-337.4,False
0.84,490,30.0,-341.59999999999997,False
0.84,495,30.0,-345.8,False
0.84,500,30.0,-350.0,False
0.85,0,30.0,70.0,True
0.85,5,30.0,65.75,True
0.85,10,30.0,61.5,True
0.85,15,30.0,57.25,True
0.85,20,30.0,53.0,True
0.85,25,30.0,48.75,True
0.85,30,30.0,44.5,True
0.85,35,30.0,40.25,True
0.85,40,30.0,36.0,True
0.85,45,30.0,31.75,True
0.85,50,30.0,27.5,False
0.85,55,30.0,23.25,False
0.85,60,30.0,19.0,False
0.85,65,30.0,14.75,False
0.85,70,30.0,10.5,False
0.85,75,30.0,6.25,False
0.85,80,30.0,2.0,False
0.85,85,30.0,-2.25,False
0.85,90,30.0,-6.5,False
0.85,95,30.0,-10.75,False
0.85,100,30.0,-15.0,False
0.85,105,30.0,-19.25,False
0.85,110,30.0,-23.5,False
0.85,115,30.0,-27.75,False
0.85,120,30.0,-32.0,False
0.85,125,30.0,-36.25,False
0.85,130,30.0,-40.5,False
0.85,135,30.0,-44.75,False
0.85,140,30.0,-49.0,False
0.85,145,30.0,-53.25,False
0.85,150,30.0,-57.5,False
0.85,155,30.0,-61.75,False
0.85,160,30.0,-66.0,False
0.85,165,30.0,-70.25,False
0.85,170,30.0,-74.5,False
0.85,175,30.0,-78.75,False
0.85,180,30.0,-83.0,False
0.85,185,30.0,-87.25,False
0.85,190,30.0,-91.5,False
0.85,195,30.0,-95.75,False
0.85,200,30.0,-100.0,False
0.85,205,30.0,-104.25,False
0.85,210,30.0,-108.5,False
0.85,215,30.0,-112.75,False
0.85,220,30.0,-117.0,False
0.85,225,30.0,-121.25,False
0.85,230,30.0,-125.5,False
0.85,235,30.0,-129.75,False
0.85,240,30.0,-134.0,False
0.85,245,30.0,-138.25,False
0.85,250,30.0,-142.5,False
0.85,255,30.0,-146.75,False
0.85,260,30.0,-151.0,False
0.85,265,30.0,-155.25,False
0.85,270,30.0,-159.5,False
0.85,275,30.0,-163.75,False
0.85,280,30.0,-168.0,False
0.85,285,30.0,-172.25,False
0.85,290,30.0,-176.5,False
0.85,295,30.0,-180.75,False
0.85,300,30.0,-185.0,False
0.85,305,30.0,-189.25,False
0.85,310,30.0,-193.5,False
0.85,315,30.0,-197.75,False
0.85,320,30.0,-202.0,False
0.85,325,30.0,-206.25,False
0.85,330,30.0,-210.5,False
0.85,335,30.0,-214.75,False
0.85,340,30.0,-219.0,False
0.85,345,30.0,-223.25,False
0.85,350,30.0,-227.5,False
0.85,355,30.0,-231.75,False
0.85,360,30.0,-236.0,False
0.85,365,30.0,-240.25,False
0.85,370,30.0,-244.5,False
0.85,375,30.0,-248.75,False
0.85,380,30.0,-253.0,False
0.85,385,30.0,-257.25,False
0.85,390,30.0,-261.5,False
0.85,395,30.0,-265.75,False
0.85,400,30.0,-270.0,False
0.85,405,30.0,-274.25,False
0.85,410,30.0,-278.5,False
0.85,415,30.0,-282.75,False
0.85,420,30.0,-287.0,False
